objectID,x,y,people_total,avg,CI_low,CI_UP,county_level,smoker
3570,-85.028928,33.021887,592,0.61,61%,62%,13285,364
3571,-83.253262,31.213511,282,0.58,57%,59%,13019,164
3572,-85.489542,37.255738,51,0.65,64%,67%,21087,33
3573,-86.417948,36.950719,572,0.42,41%,43%,21227,240
3574,-84.096731,37.132413,256,0.68,67%,69%,21125,174
3575,-74.194858,40.726236,0,0,0%,0%,34013,0
3576,-99.796532,32.939052,96,0.39,38%,40%,48253,38
3577,-106.710222,44.345248,30,0.26,24%,29%,56019,8
3578,-135.33505,57.05343,93,0.5,49%,52%,2220,47
3579,-122.48605,45.517848,70,0.42,40%,44%,41051,29
3580,-124.229509,43.410299,50,0.01,0%,1%,41011,0
3581,-75.36074,39.855899,23,0.18,16%,21%,42045,4
3582,-75.537853,40.184405,160,0.33,32%,33%,42091,52
3583,-79.897299,39.849802,520,0.61,60%,61%,42051,315
3584,-78.910694,40.333196,205,0.54,53%,55%,42021,111
3585,-76.601281,36.068882,192,0.45,44%,46%,37041,86
3586,-82.687563,35.798474,75,0.57,56%,59%,37115,43
3587,-82.740774,35.240568,357,0.71,71%,72%,37175,254
3588,-95.9556,41.243829,122,0.75,74%,76%,31055,91
3589,-96.0472,41.296904,0,0,0%,0%,31055,0
3590,-100.796345,46.772789,145,0.74,73%,75%,38015,108
3591,-100.794199,46.801416,50,0.14,13%,15%,38015,7
3592,-95.93603,41.244231,137,0.72,71%,74%,31055,99
3593,-101.646452,40.521166,21,0.1,8%,12%,31029,2
3594,-122.281559,37.818258,135,0.11,10%,12%,6001,15
3595,-118.993472,35.347728,349,0.34,34%,35%,6029,120
3596,-122.34538,37.92428,178,0.3,29%,31%,6013,54
3597,-122.427116,37.649821,213,0.07,6%,7%,6081,14
3598,-120.503376,37.289226,0,0,0%,0%,6047,0
3599,-94.862228,46.084576,21,0.77,74%,80%,27153,16
3600,-90.239122,38.686532,113,0.84,83%,85%,29510,95
3601,-91.906881,36.057157,82,0.55,53%,56%,5065,45
3602,-70.949343,42.981896,161,0.07,7%,8%,33015,11
3603,-74.176016,40.780203,443,0.36,35%,36%,34013,158
3604,-74.174778,40.751074,562,0.36,35%,36%,34013,202
3605,-122.180405,47.509637,68,0.33,31%,35%,53033,23
3606,-118.350477,46.056435,329,0.27,27%,28%,53071,90
3607,-87.928184,43.054503,207,0.34,33%,35%,55079,70
3608,-98.527077,29.441278,904,0.25,25%,26%,48029,227
3609,-100.864832,37.975894,170,0.32,30%,33%,20055,54
3610,-97.209481,38.353485,24,0.44,41%,46%,20115,10
3611,-82.804826,32.940755,147,0.53,52%,54%,13303,77
3612,-73.750706,40.612961,185,0.09,8%,9%,36059,16
3613,-73.79249,42.255421,279,0.38,37%,39%,36021,106
3614,-85.013433,45.205529,143,0.35,34%,36%,26029,50
3615,-96.146265,41.231556,256,0.39,38%,40%,31055,100
3616,-98.922296,41.597205,212,0.36,35%,37%,31175,77
3617,-81.648404,41.488186,1212,0.63,62%,63%,39035,758
3618,-76.50307,38.980866,175,0.28,27%,29%,24003,49
3619,-76.668424,39.302758,424,0.72,71%,72%,24510,303
3620,-77.57128,36.437643,120,0.75,74%,77%,37131,91
3621,-79.871436,40.363873,256,0.62,61%,63%,42003,158
3622,-79.759047,40.42487,0,0,0%,0%,42003,0
3623,-81.344747,38.801377,189,0.56,55%,57%,54087,106
3624,-81.691446,30.795504,257,0.61,61%,62%,13039,158
3625,-85.205496,34.274912,164,0.62,61%,64%,13115,102
3626,-158.027459,21.50103,397,0.23,22%,23%,15003,90
3627,-73.916809,40.805448,3286,0.08,7%,8%,36005,248
3628,-73.89676,40.666863,2699,0.13,13%,13%,36047,355
3629,-73.844849,40.817957,3996,0.08,7%,8%,36005,301
3630,-98.481649,29.390734,269,0.17,17%,18%,48029,46
3631,-73.759185,42.642058,65,0.31,29%,32%,36001,20
3632,-74.183999,40.650789,594,0.31,30%,31%,34039,184
3633,-74.023369,40.792192,337,0.17,16%,18%,34017,57
3634,-74.275547,40.529212,500,0.06,6%,7%,34023,32
3635,-74.060481,40.716685,201,0.14,13%,14%,34017,28
3636,-92.473781,45.6586,58,0.16,15%,18%,55095,9
3637,-118.248816,33.936978,89,0.05,5%,6%,6037,5
3638,-85.559745,43.118181,54,0.38,36%,40%,26081,21
3639,-86.653253,46.412279,117,0.26,25%,27%,26003,30
3640,-87.670189,46.484764,209,0.31,30%,32%,26103,64
3641,-73.734402,42.655066,433,0.34,33%,34%,36083,146
3642,-77.591564,43.162767,143,0.22,21%,23%,36055,32
3643,-79.390366,34.17805,578,0.58,58%,59%,45067,338
3644,-79.814721,33.657279,358,0.59,59%,60%,45089,213
3645,-97.764105,29.269125,83,0.09,9%,10%,48177,8
3646,-75.351025,40.63133,1069,0.19,19%,20%,42095,208
3647,-76.201194,40.819465,315,0.43,42%,44%,42107,135
3648,-76.170428,40.626187,304,0.54,53%,55%,42107,163
3649,-93.498114,39.360228,120,0.29,28%,30%,29033,35
3650,-88.709251,32.354328,294,0.55,54%,56%,28075,162
3651,-76.999922,38.90004,261,0.53,52%,54%,11001,139
3652,-94.64264,37.069524,72,0.59,57%,60%,20021,42
3653,-95.223303,38.954165,536,0.51,51%,52%,20045,275
3654,-73.849845,40.735866,803,0.04,4%,5%,36081,35
3655,-75.92154,40.333776,614,0.34,33%,34%,42011,206
3656,-79.930942,40.496452,90,0.53,51%,54%,42003,48
3656,-79.930942,40.496452,90,0.53,51%,54%,42003,48
3658,-80.062122,40.46907,109,0.35,34%,36%,42003,38
3659,-80.210399,40.508522,0,0,0%,0%,42003,0
3660,-71.458414,42.991111,97,0.54,53%,55%,33011,53
3661,-96.766467,46.877182,0,0,0%,0%,27027,0
3662,-118.991844,35.379208,106,0.36,35%,37%,6029,38
3663,-94.523129,38.92947,219,0.48,47%,49%,29095,105
3664,-92.166779,38.567423,543,0.65,65%,66%,29051,355
3665,-90.034071,35.12263,390,0.5,49%,51%,47157,195
3666,-82.746742,33.865731,206,0.49,48%,50%,13317,101
3667,-83.610802,32.639694,108,0.62,61%,64%,13153,67
3668,-83.445292,31.949766,20,0.66,63%,69%,13315,13
3669,-84.550707,33.301169,64,0.53,51%,55%,13077,34
3670,-95.46661,31.306228,555,0.61,61%,62%,48225,340
3671,-121.658603,36.687005,0,0,0%,0%,6053,0
3672,-121.566365,39.504389,931,0.39,38%,39%,6007,361
3673,-119.724095,34.400636,370,0.03,3%,3%,6083,11
3674,-99.414042,37.919975,34,0.14,13%,16%,20047,5
3675,-86.854406,33.471596,588,0.57,56%,58%,1073,336
3676,-96.930339,35.267922,113,0.27,26%,28%,40125,31
3677,-101.79426,39.775207,23,0.23,20%,25%,20023,5
3678,-99.147113,38.852029,17,0.24,21%,26%,20051,4
3679,-85.670871,38.254904,0,0,0%,0%,21111,0
3680,-87.502545,36.88302,649,0.65,65%,66%,21047,423
3681,-83.886371,36.877625,246,0.65,64%,65%,21121,159
3682,-98.375652,40.920333,356,0.32,31%,32%,31079,112
3683,-97.12883,41.727098,37,0.2,19%,22%,31037,7
3684,-94.145213,30.129226,214,0.41,40%,42%,48245,88
3685,-88.24223,44.668819,39,0.13,12%,15%,55009,5
3686,-66.040209,18.404423,2061,0.22,22%,23%,72127,464
3687,-81.976377,34.904299,0,0,0%,0%,45083,0
3688,-81.942121,33.574051,0,0,0%,0%,45003,0
3689,-80.846006,32.685791,349,0.52,51%,52%,45013,181
3690,-79.952295,32.812542,168,0.37,36%,38%,45019,63
3691,-96.886055,43.354145,29,0.36,34%,39%,46083,11
3692,-80.613331,40.37019,436,0.55,55%,56%,39081,241
3693,-69.962975,43.91968,311,0.33,32%,34%,23005,103
3694,-110.968519,32.234435,440,0.3,29%,31%,4019,132
3695,-111.528601,33.408163,462,0.52,51%,52%,4021,238
3696,-118.182121,33.847473,1733,0.37,37%,37%,6037,638
3697,-122.292878,37.805089,148,0.33,32%,34%,6001,49
3698,-89.863697,42.69742,29,0.08,7%,9%,55065,2
3699,-81.614234,38.357293,329,0.62,61%,62%,54039,203
3700,-80.016415,39.340424,366,0.53,52%,54%,54091,194
3701,-122.675082,45.52331,145,0.33,32%,34%,41051,48
3702,-122.679868,45.489028,103,0.29,28%,30%,41051,30
3703,-77.071177,38.957772,159,0.04,3%,4%,11001,6
3704,-76.988356,38.854007,56,0.07,6%,8%,11001,4
3705,-77.001051,38.879183,171,0.29,28%,30%,11001,50
3706,-77.024057,38.933272,36,0.3,28%,32%,11001,11
3707,-76.99304,38.856932,132,0.08,7%,8%,11001,11
3708,-73.251972,40.721172,199,0.14,13%,14%,36103,27
3709,-95.964578,28.989623,277,0.4,39%,40%,48321,110
3710,-99.737949,33.150191,119,0.47,46%,49%,48207,56
3711,-87.823317,36.872689,148,0.72,72%,73%,21221,107
3712,-84.340852,37.35602,50,0.5,48%,51%,21203,25
3713,-76.630149,39.29323,566,0.42,41%,43%,24510,238
3714,-76.657575,39.284148,625,0.46,46%,47%,24510,289
3715,-77.72611,39.643404,161,0.59,58%,60%,24043,95
3716,-111.885617,40.72701,162,0.03,2%,3%,49035,4
3717,-94.926625,43.940073,46,0.19,17%,21%,27033,9
3718,-96.414134,46.654691,30,0.04,3%,5%,27027,1
3719,-92.764745,46.453759,40,0.23,21%,25%,27017,9
3720,-93.082748,44.895251,82,0.46,45%,48%,27037,38
3721,-96.330057,46.879567,103,0.29,28%,30%,27027,30
3722,-85.805866,35.247707,225,0.57,56%,58%,47061,128
3723,-106.264463,31.765407,178,0.16,15%,17%,48141,29
3724,-79.908203,40.146794,261,0.45,44%,46%,42125,117
3725,-96.770717,32.762915,205,0.77,76%,78%,48113,158
3726,-77.619308,43.142318,105,0.12,11%,12%,36055,12
3727,-73.758844,41.023419,365,0.03,3%,3%,36119,12
3728,-73.608218,40.666442,172,0.02,2%,3%,36059,4
3729,-119.793114,39.55289,232,0.41,40%,42%,32031,96
3730,-76.141903,43.038772,306,0.38,38%,39%,36067,117
3731,-97.751064,33.206056,41,0.56,54%,59%,48497,23
3732,-96.719059,31.897554,49,0.28,26%,30%,48349,14
3733,-71.400338,41.716592,191,0.37,36%,38%,44003,70
3734,-78.855111,42.881898,224,0.13,12%,13%,36029,28
3735,-77.81392,35.928668,799,0.59,59%,60%,37127,474
3736,-78.501367,35.978885,368,0.79,79%,80%,37183,292
3737,-87.623575,41.782984,69,0.62,60%,63%,17031,42
3738,-98.317949,26.212494,130,0,0%,0%,48215,0
3739,-97.953451,26.170981,0,0,0%,0%,48215,0
3740,-94.082276,33.427129,79,0.7,68%,71%,48037,55
3741,-94.814315,29.296114,41,0.58,55%,60%,48167,24
3742,-98.530127,29.404989,212,0.17,16%,18%,48029,36
3743,-72.937423,41.32184,67,0.02,1%,2%,9009,1
3744,-72.889928,41.318805,141,0.14,13%,15%,9009,19
3745,-72.933083,41.316824,31,0.14,12%,15%,9009,4
3746,-83.894281,35.975855,64,0.03,2%,3%,47093,2
3747,-85.253203,35.055608,73,0.67,66%,69%,47065,49
3748,-87.550507,35.552696,193,0.52,51%,53%,47101,100
3749,-83.551107,35.804079,574,0.59,58%,59%,47155,338
3750,-86.067562,35.817984,208,0.65,64%,65%,47015,134
3751,-97.705728,30.3532,263,0.49,48%,50%,48453,129
3752,-82.932789,39.60515,367,0.61,60%,62%,39129,224
3753,-86.434693,42.114634,377,0.62,61%,62%,26021,232
3754,-81.93757,34.934289,212,0.67,67%,68%,45083,143
3755,-81.63387,34.737222,178,0.64,63%,66%,45087,115
3756,-81.066613,32.276932,109,0.79,78%,80%,45053,86
3757,-112.85085,42.788431,62,0.27,25%,29%,16077,17
3758,-87.647886,41.905319,70,0.38,37%,40%,17031,27
3759,-87.620424,41.835762,370,0.08,7%,8%,17031,29
3760,-93.980856,30.918858,112,0.33,32%,34%,48241,37
3761,-111.88268,40.754877,183,0.1,9%,10%,49035,18
3762,-97.634939,29.276188,33,0.32,30%,34%,48177,11
3763,-99.820449,33.414939,63,0.3,28%,31%,48275,19
3764,-115.520368,32.98103,481,0.05,5%,6%,6025,25
3765,-104.564603,40.391878,25,0.26,23%,29%,8123,7
3766,-104.811479,38.803236,703,0.53,52%,54%,8041,373
3767,-73.193665,41.221314,1135,0.22,21%,22%,9001,246
3768,-72.9632,41.344345,493,0.41,41%,42%,9009,204
3769,-94.412614,39.031946,86,0.15,14%,16%,29095,13
3770,-94.586668,39.224505,33,0.63,60%,66%,29047,21
3771,-90.422603,38.716718,171,0.8,79%,81%,29189,137
3772,-90.043144,36.246832,258,0.67,66%,67%,29069,172
3773,-78.994398,35.048237,49,0.6,58%,62%,37051,29
3774,-79.853408,36.043367,52,0.27,26%,29%,37081,14
3775,-79.760743,36.066069,157,0.56,55%,57%,37081,87
3776,-80.247506,36.116413,69,0.64,62%,65%,37067,44
3777,-66.030369,18.229852,191,0.24,24%,25%,72025,46
3778,-75.174412,40.026619,125,0.45,43%,46%,42101,56
3779,-84.589473,39.42411,285,0.69,68%,70%,39017,197
3780,-91.04682,41.422097,239,0.52,51%,53%,19139,125
3781,-89.090721,42.262412,306,0.7,70%,71%,17201,215
3782,-94.120804,31.520538,124,0.44,43%,46%,48405,55
3782,-94.120804,31.520538,124,0.44,43%,46%,48405,55
3784,-85.123604,41.018676,0,0,0%,0%,18003,0
3785,-76.314416,36.833331,141,0.58,57%,59%,51740,82
3786,-77.048334,38.813574,114,0.38,37%,40%,51510,44
3787,-76.274395,36.858831,104,0.58,56%,59%,51710,60
3788,-122.60851,45.562922,79,0.51,49%,52%,41051,40
3789,-122.531845,45.497469,0,0,0%,0%,41051,0
3790,-123.203501,44.221285,128,0.63,62%,65%,41039,81
3791,-97.081082,36.706961,289,0.58,57%,58%,40071,166
3792,-97.215655,34.720947,34,0.18,16%,20%,40049,6
3793,-122.52378,45.500338,90,0.47,46%,49%,41051,43
3794,-85.29408,34.696783,148,0.59,58%,60%,13295,87
3795,-84.202264,33.936909,89,0.55,54%,57%,13135,49
3796,-88.063219,30.727773,0,0,0%,0%,1097,0
3797,-86.300209,32.364591,340,0.74,73%,75%,1101,252
3798,-86.107451,34.018373,221,0.57,56%,58%,1055,126
3799,-118.231544,34.219266,377,0.22,22%,23%,6037,84
3800,-118.242194,33.994802,1955,0.16,16%,17%,6037,321
3801,-118.250616,33.930359,3250,0.31,30%,31%,6037,993
3802,-74.92349,40.066978,164,0.52,51%,53%,34005,85
3803,-76.492599,38.965865,695,0.44,44%,45%,24003,308
3804,-93.2089,42.741001,244,0.59,58%,60%,19069,144
3805,-112.448185,42.871817,73,0.75,74%,77%,16005,55
3806,-82.44894,42.949833,268,0.71,70%,72%,26147,191
3807,-85.418472,41.798468,82,0.49,48%,51%,26149,41
3808,-88.641137,46.090211,36,0.53,51%,56%,26071,19
3809,-85.064082,42.990365,262,0.59,58%,60%,26067,154
3810,-89.747048,36.235555,249,0.55,54%,56%,29155,137
3811,-94.484923,36.535784,225,0.14,13%,14%,29119,31
3812,-81.585187,38.323593,112,0.22,21%,23%,54039,25
3813,-81.665321,38.378815,37,0.74,72%,76%,54039,27
3814,-82.402018,38.409728,565,0.79,79%,80%,54011,447
3815,-97.934059,33.896308,15,0.21,17%,24%,40067,3
3816,-96.743136,35.978969,39,0.25,23%,27%,40119,10
3817,-122.640211,45.573679,136,0.44,43%,45%,41051,60
3818,-118.386199,34.184423,66,0.38,36%,39%,6037,25
3819,-93.782499,45.039211,31,0.32,30%,34%,27171,10
3820,-93.383434,43.64178,318,0.4,40%,41%,27047,129
3821,-96.669619,33.75937,26,0.72,70%,74%,48181,19
3822,-97.416617,31.440456,131,0.21,20%,22%,48309,27
3823,-97.872779,27.506512,252,0.11,11%,12%,48273,29
3824,-97.364011,31.302359,71,0.3,28%,32%,48309,21
3825,-96.825576,33.153978,62,0.11,10%,13%,48085,7
3826,-89.011976,40.482588,482,0.6,59%,60%,17113,287
3827,-75.17874,39.98552,70,0.04,4%,5%,42101,3
3828,-99.402835,32.397332,67,0.45,43%,46%,48059,30
3829,-97.474149,31.05188,109,0.38,36%,39%,48027,41
3830,-94.457601,32.243159,24,0.6,57%,63%,48365,14
3831,-94.729807,34.033457,242,0.46,45%,47%,40089,111
3832,-96.681744,34.785183,201,0.44,43%,45%,40123,88
3833,-122.298785,47.584438,749,0.5,49%,50%,53033,374
3834,-86.151137,39.779094,32,0.67,64%,69%,18097,21
3835,-86.896201,41.717369,368,0.65,64%,66%,18091,239
3836,-87.47635,41.628846,200,0.46,45%,47%,18089,91
3837,-87.317054,38.770246,142,0.46,45%,47%,18083,66
3838,-94.614899,39.130622,429,0.59,58%,59%,20209,252
3839,-95.52981,39.670914,87,0.27,25%,28%,20013,23
3840,-96.798064,36.341051,39,0.68,66%,70%,40117,26
3841,-71.07688,42.341367,210,0.23,22%,24%,25025,48
3842,-71.097481,42.315292,181,0.12,11%,13%,25025,22
3843,-71.052055,42.363086,114,0.24,23%,25%,25025,27
3844,-71.058269,42.324328,120,0.21,20%,22%,25025,25
3845,-81.699386,35.752147,234,0.54,53%,55%,37023,127
3846,-81.193912,35.282728,450,0.68,67%,68%,37071,304
3847,-77.250877,35.827162,194,0.41,40%,43%,37117,80
3848,-78.598091,36.32063,448,0.49,49%,50%,37077,222
3849,-84.882278,39.838492,234,0.76,76%,77%,18177,179
3850,-86.115322,39.73744,140,0.6,59%,61%,18097,84
3851,-90.799976,44.957516,79,0.17,16%,18%,55019,13
3852,-91.096359,45.458135,80,0.42,40%,44%,55107,34
3853,-88.226864,43.014874,106,0.44,43%,45%,55133,47
3854,-80.491365,35.676434,117,0.65,64%,66%,37159,76
3855,-78.611469,35.72233,168,0.66,65%,67%,37183,111
3856,-76.237427,36.295833,200,0.59,58%,60%,37139,119
3857,-98.693198,39.435274,37,0.21,20%,23%,20141,8
3858,-97.710759,39.124279,101,0.29,28%,30%,20143,29
3859,-71.05185,42.331148,50,0.23,21%,25%,25025,12
3860,-71.811838,42.264215,142,0.34,33%,35%,25027,49
3861,-71.309031,41.513197,0,0,0%,0%,44005,0
3862,-71.403032,41.912148,194,0.1,10%,11%,44007,20
3863,-71.409605,41.902918,293,0.1,10%,11%,44007,30
3864,-113.971936,46.863906,33,0.8,78%,82%,30063,26
3865,-78.556682,35.887295,124,0.65,64%,67%,37183,81
3866,-80.83891,35.213066,162,0.89,88%,89%,37119,144
3867,-75.214236,39.966623,208,0.6,59%,61%,42101,124
3867,-75.214236,39.966623,208,0.6,59%,61%,42101,124
3869,-89.658927,37.17333,274,0.63,62%,64%,29201,173
3870,-93.062697,39.780392,108,0.36,35%,37%,29115,39
3871,-82.18165,36.604054,84,0.61,59%,62%,51520,51
3872,-93.245344,31.027685,190,0.46,45%,47%,22115,88
3873,-93.009972,30.244538,128,0.54,52%,55%,22019,68
3874,-71.093041,42.334924,768,0.21,21%,21%,25025,161
3875,-71.144162,42.347032,724,0.18,18%,19%,25025,132
3876,-71.069964,42.293642,44,0.07,6%,8%,25025,3
3877,-80.850988,35.215679,174,0.32,31%,33%,37119,55
3878,-72.605234,41.727531,492,0.15,15%,16%,9003,76
3879,-81.493619,41.076473,163,0.59,57%,60%,39153,96
3880,-82.024128,39.913136,715,0.54,54%,55%,39119,388
3881,-82.679225,38.535203,165,0.33,32%,34%,39087,55
3882,-85.751779,38.289747,285,0.77,77%,78%,18019,221
3883,-86.046959,40.76202,104,0.38,37%,39%,18103,39
3884,-95.723773,39.05657,512,0.66,66%,67%,20177,340
3885,-100.020804,37.782416,228,0.33,32%,34%,20057,75
3886,-95.4958,34.003179,386,0.6,60%,61%,40023,233
3887,-83.774851,31.975246,249,0.63,62%,64%,13081,156
3888,-83.251291,31.724586,544,0.68,67%,68%,13017,369
3889,-83.564799,30.782346,410,0.55,54%,55%,13027,224
3890,-77.91071,35.715605,618,0.7,70%,71%,37195,434
3891,-78.32336,35.513562,440,0.62,62%,63%,37101,274
3892,-80.049344,34.95872,407,0.72,71%,72%,37007,292
3893,-101.186975,36.196061,0,0,0%,0%,48195,0
3894,-85.973511,31.812006,252,0.7,70%,71%,1109,177
3895,-89.954222,34.616355,336,0.54,54%,55%,28137,182
3896,-87.351152,36.540688,629,0.66,66%,67%,47125,418
3897,-70.247567,43.636829,261,0.4,39%,41%,23005,105
3898,-88.946979,39.841336,324,0.71,70%,71%,17115,229
3899,-74.42895,40.61328,0,0,0%,0%,34039,0
3900,-95.360685,29.788062,846,0.66,66%,66%,48201,558
3901,-95.338133,29.767171,272,0.58,57%,59%,48201,158
3902,-77.440878,37.518809,202,0.65,64%,66%,51760,131
3903,-72.631579,42.315552,211,0.45,44%,46%,25015,96
3904,-71.052822,42.331585,0,0,0%,0%,25025,0
3905,-71.167485,41.680988,64,0.1,9%,11%,25005,6
3906,-75.065846,42.447392,124,0.27,26%,29%,36077,34
3907,-73.640444,43.308938,82,0.06,5%,7%,36113,5
3908,-74.150698,44.319114,102,0.44,43%,45%,36033,45
3909,-78.415317,42.079143,85,0.21,20%,22%,36009,18
3910,-74.857394,40.06667,182,0.27,26%,28%,34005,49
3911,-74.114486,40.890428,315,0.2,19%,20%,34003,62
3912,-74.215696,40.761681,183,0.6,59%,61%,34013,110
3913,-83.266091,30.825477,269,0.75,75%,76%,13185,203
3914,-81.936636,32.795508,214,0.62,61%,63%,13165,132
3915,-85.355014,34.475572,370,0.51,50%,51%,13055,187
3916,-93.54032,30.756965,211,0.56,55%,57%,22011,119
3917,-86.804894,33.521366,156,0.53,52%,54%,1073,83
3918,-76.499208,38.979762,57,0.63,62%,65%,24003,36
3919,-76.632214,39.294605,181,0.37,36%,38%,24510,67
3920,-86.896744,41.693127,0,0,0%,0%,18091,0
3921,-74.520329,39.393965,141,0.11,10%,12%,34001,16
3922,-97.680789,30.628225,271,0.32,31%,33%,48491,86
3923,-95.074285,31.656375,102,0.39,37%,40%,48073,39
3924,-80.651874,26.806438,581,0.5,50%,51%,12099,292
3925,-106.019663,35.644316,428,0.26,26%,27%,35049,113
3926,-96.061591,36.142099,438,0.78,78%,79%,40143,344
3927,-96.667269,34.239603,88,0.59,57%,61%,40069,52
3928,-95.95392,36.208471,292,0.61,60%,61%,40143,177
3929,-96.959269,34.804726,104,0.41,40%,43%,40049,43
3930,-122.510157,45.502392,40,0.39,37%,41%,41051,16
3931,-122.401576,45.49274,53,0.38,37%,40%,41051,20
3932,-85.868377,34.257609,115,0.64,63%,65%,1049,73
3933,-89.723607,33.491688,389,0.65,64%,66%,28097,253
3934,-119.7202,36.736108,32,0.42,40%,45%,6019,14
3935,-78.827605,42.91432,383,0.25,24%,25%,36029,95
3936,-78.854164,42.887281,81,0.03,3%,3%,36029,2
3937,-73.936121,40.811834,2950,0.15,15%,15%,36061,448
3938,-73.866398,40.818555,2944,0.08,8%,9%,36005,248
3939,-73.959031,40.690319,2422,0.09,9%,9%,36047,222
3940,-99.119561,39.76047,14,0.2,18%,23%,20147,3
3941,-96.26306,37.470208,47,0.19,18%,21%,20049,9
3942,-88.360047,38.381199,328,0.38,38%,39%,17191,126
3943,-92.574385,40.198565,214,0.63,62%,64%,29001,135
3944,-83.929494,39.686912,374,0.62,62%,63%,39057,234
3945,-81.251462,41.722435,477,0.66,65%,66%,39085,314
3946,-80.5744,40.617521,542,0.72,71%,72%,39029,389
3947,-80.565525,41.94967,914,0.49,48%,49%,39007,447
3948,-75.196948,40.010253,288,0.2,19%,21%,42101,57
3949,-75.197325,39.931845,563,0.35,34%,35%,42101,197
3950,-99.634809,35.304618,57,0.45,43%,47%,40009,26
3951,-95.118786,43.866395,92,0.25,23%,26%,27033,23
3952,-94.985226,43.625188,110,0.31,29%,32%,27063,34
3953,-92.468413,47.48727,53,0.18,16%,19%,27137,9
3954,-92.718571,43.571278,33,0.28,26%,31%,27099,9
3955,-90.204365,38.619298,50,0.02,2%,3%,29510,1
3956,-94.56818,39.107086,368,0.7,70%,71%,29095,259
3957,-90.451314,31.259289,0,0,0%,0%,28113,0
3958,-89.112927,32.578089,396,0.56,55%,56%,28099,220
3959,-106.466383,31.764287,3648,0.08,8%,8%,48141,301
3960,-87.656252,41.859675,218,0.01,1%,1%,17031,2
3961,-87.654012,41.931314,389,0.05,5%,5%,17031,19
3962,-87.691433,41.880379,40,0.37,34%,39%,17031,15
3963,-87.641768,41.934144,183,0.01,1%,1%,17031,2
3964,-89.638108,39.804142,0,0,0%,0%,17167,0
3965,-98.142095,29.702736,332,0.35,34%,36%,48091,116
3966,-81.029214,35.236909,155,0.7,69%,71%,37071,109
3967,-71.067607,42.273101,16,0.11,9%,13%,25025,2
3968,-71.135596,41.701569,619,0.32,32%,33%,25005,199
3969,-87.49621,41.578781,41,0.25,23%,27%,18089,10
3970,-86.172177,39.779124,100,0.14,13%,15%,18097,14
3971,-115.210562,36.161238,483,0.1,10%,10%,32003,49
3972,-72.510808,44.205647,282,0.33,33%,34%,50023,94
3973,-122.296276,47.732716,188,0.21,20%,22%,53033,40
3974,-122.361159,47.626027,263,0.02,2%,2%,53033,5
3975,-122.202507,47.392661,421,0.31,30%,31%,53033,129
3976,-122.218859,47.323863,179,0.27,26%,27%,53033,48
3977,-92.095965,46.79594,0,0,0%,0%,27137,0
3978,-97.509954,45.338093,32,0.16,14%,17%,46037,5
3979,-90.069767,35.025798,149,0.59,58%,60%,47157,88
3980,-74.204353,40.690001,241,0.77,76%,78%,34013,186
3981,-87.830375,42.445949,166,0.23,22%,24%,17097,39
